"site_name";"Latitude";"Longitude";"site_archive_area";"site_archive_hight";"site_depositional_environment";"pollen_roc";"pollen_pal_rich";"pollen_ap_nap";"pollen_cerealia.t";"pollen_plantago.l";"pollen_plantago.mm";"pollen_plantago.t";"pollen_polygonum.a";"pollen_rumex.aa";"pollen_rumex.t";"pollen_urtica";"pollen_time";"pollen_time_recal";"pollen_depth";"characc_val";"characc_time";"characc_time_recal";"charconc1_val";"charconc1_time";"charconc1_time_recal";"charconc2_val";"charconc2_time";"charconc2_time_recal";"geochem_Na";"geochem_SM_value";"geochem_SM";"geochem_Ca";"geochem_P";"geochem_K";"geochem_Mn";"geochem_Mg";"geochem_Al";"geochem_Fe";"geochem_time";"toc_val";"toc_time";"toc_time_recal";"age_depth (cm)";"age_depth_range (cm)";"age_lab_code";"age_dated_material";"age_dating_method";"age_date_uncal_BP (a)";"age_date_uncal_range (a)";"age_date_cal_BP_used (a)";"age_Calibration_curve";"age_Calibration_prog";"id";"TIME_MIN";"TIME_MAX"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"18";"87.5";"0.2";"0";"0";"-1";"0";"0";"0";"2";"6670";"6611";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400099";"6500";"6500"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"17.5";"92";"0";"0";"0";"-1";"0";"0";"0.3";"2";"6690";"6631";"312";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400100";"6500";"6500"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"17.5";"90";"0";"0";"0";"-1";"0";"0";"0";"0.8";"6710";"6652";"316";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400101";"6500";"6500"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"19.5";"80";"0";"0";"0";"-1";"0";"0";"0";"1";"6730";"6672";"320";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400102";"6500";"6500"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"20";"74";"0";"0";"0";"-1";"0";"0";"0";"2.5";"6745";"6692";"324";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400103";"6500";"6500"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"21";"72";"0";"0";"0";"-1";"0";"0";"0";"2.5";"6760";"6713";"328";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400104";"7000";"7000"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"20";"95";"0";"0";"0";"-1";"0";"0";"0.3";"1.5";"6820";"6754";"336";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400106";"7000";"7000"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"19";"95";"0.5";"0";"0";"-1";"0";"0";"0";"0.8";"6840";"6774";"340";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400107";"7000";"7000"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"18.5";"95";"0";"0";"0";"-1";"0";"0";"0";"0.8";"6860";"6795";"344";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400108";"7000";"7000"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"19";"82.5";"0";"0";"0";"-1";"0";"0";"0.2";"0.2";"6880";"6815";"348";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400109";"7000";"7000"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"18.5";"93";"0";"0";"0.2";"-1";"0";"0";"0";"0.5";"6900";"6835";"352";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400110";"7000";"7000"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"18";"91";"0.3";"0";"0";"-1";"0";"0";"0";"0.6";"6920";"6856";"356";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400111";"7000";"7000"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"18";"85";"0";"0";"0";"-1";"0";"0";"0";"2";"6940";"6876";"360";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400112";"7000";"7000"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"16.5";"94";"0";"0";"0";"-1";"0";"0";"0";"3.5";"6960";"6897";"364";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400113";"7000";"7000"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"20.5";"91";"0";"0";"0";"-1";"0";"0";"0";"0.8";"6980";"6917";"368";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400114";"7000";"7000"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"20.5";"89.5";"0";"0";"0";"-1";"0";"0";"1";"0";"7000";"6937";"372";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400115";"7000";"7000"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"23.5";"88";"0";"0";"0";"-1";"0";"0";"0";"0.8";"-1";"6986";"380";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400117";"-0";"-0"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"23";"86.5";"0";"0";"0";"-1";"0";"0";"0";"1";"-1";"7012";"384";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400118";"-0";"-0"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"83.3";"1";"0";"0.5";"0.5";"-1";"-1";"1";"-1";"3050";"235";"2921";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"90";"1";"Poz-620";"";"c14 AMS";"300";"30";"460";"INTCAL04";"Calib 5.0.1";"400119";"3000";"3000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"82";"0";"0.5";"0.5";"1";"-1";"-1";"0";"-1";"3275";"240";"3104";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"110";"1";"Poz-615";"";"c14 AMS";"260";"40";"-1";"INTCAL04";"Calib 5.0.1";"400120";"3500";"3500"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"84.5";"0";"0";"0.5";"0.5";"-1";"-1";"1";"-1";"3500";"245";"3286";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"170";"1";"Poz-616";"";"c14 AMS";"1280";"30";"1180";"INTCAL04";"Calib 5.0.1";"400121";"3500";"3500"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"91.3";"1";"0.5";"0.5";"1";"-1";"-1";"0";"-1";"3675";"250";"3468";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"195";"1";"Poz-619";"";"c14 AMS";"1390";"30";"1345";"INTCAL04";"Calib 5.0.1";"400122";"3500";"3500"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"89";"1";"0";"0";"0";"-1";"-1";"1";"-1";"3825";"255";"3650";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"220";"1";"Poz-614";"";"c14 AMS";"2350";"30";"2350";"INTCAL04";"Calib 5.0.1";"400123";"4000";"4000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"90.5";"0";"0";"0";"0";"-1";"-1";"0";"-1";"4000";"260";"3833";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"315";"1";"Poz-621";"";"c14 AMS";"5110";"50";"5800";"INTCAL04";"Calib 5.0.1";"400124";"4000";"4000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"89";"0";"0";"0";"0";"-1";"-1";"0";"-1";"6600";"350";"6515";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400142";"6500";"6500"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"87.3";"0";"0";"0.5";"0.5";"-1";"-1";"1";"-1";"6700";"355";"6612";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400143";"6500";"6500"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"90";"0";"0";"0";"0";"-1";"-1";"0";"-1";"6800";"360";"6708";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400144";"7000";"7000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"85.3";"0";"0";"0.5";"0.5";"-1";"-1";"1";"-1";"6900";"365";"6805";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400145";"7000";"7000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"88.5";"0";"0";"0";"0";"-1";"-1";"1";"-1";"7000";"370";"6902";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400146";"7000";"7000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"90.5";"0";"0";"0.5";"0.5";"-1";"-1";"0";"-1";"7100";"375";"6999";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400147";"7000";"7000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"89.8";"0";"0.5";"0";"0.5";"-1";"-1";"1";"-1";"7200";"380";"7096";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400148";"7000";"7000"
"Preluca_Tiganului";"47.82306";"23.541941";"1";"730";"bog";"";"";"";"0";"0";"0";"-1";"-1";"0.3";"-1";"0";"5930";"6021";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400613";"6000";"6000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"86.5";"0";"0";"0.1";"0";"-1";"0";"-1";"0";"-1";"2969";"140";"";"";"";"9";"-1";"2969";"0";"9999";"2969";"";"";"";"";"";"";"";"";"";"";"";"100";"";"2925";"21";"1";"UBA-8506";"Sphagnum peat";"c14 AMS";"187";"62";"200";"INTCAL04";"Calib Rev 5.0.2";"400165";"-0";"-0"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"88";"0";"0";"0";"0";"-1";"0.1";"-1";"0";"-1";"3054";"142";"";"";"";"12";"-1";"3054";"0";"9999";"3054";"";"";"";"";"";"";"";"";"";"";"";"100";"";"2988";"60";"1";"UBA-9893";"Sphagnum";"c14 AMS";"1062";"62";"960";"INTCAL04";"Calib Rev 5.0.2";"400166";"-0";"-0"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"88.5";"0";"0";"0.3";"0";"-1";"0.1";"-1";"0";"-1";"3139";"144";"";"";"";"4";"-1";"3139";"1";"9999";"3139";"";"";"";"";"";"";"";"";"";"";"";"99";"";"3051";"105";"1";"UBA-8507";"Sphagnum";"c14 AMS";"1596";"49";"1450";"INTCAL04";"Calib Rev 5.0.2";"400167";"-0";"-0"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"94";"0";"0";"0";"0";"-1";"0";"-1";"0";"-1";"3223";"146";"";"";"";"13";"-1";"3223";"0";"9999";"3223";"";"";"";"";"";"";"";"";"";"";"";"100";"";"3114";"224";"1";"UBA-9894";"wood";"c14 AMS";"5733";"33";"6500";"INTCAL04";"Calib Rev 5.0.2";"400168";"-0";"-0"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"76.5";"0";"0";"0";"0";"-1";"0";"-1";"0";"-1";"3393";"150";"";"";"";"10";"-1";"3393";"2";"9999";"3393";"";"";"";"";"";"";"";"";"";"";"";"99";"";"3240";"";"";"";"";"";"";"";"";"";"";"400170";"-0";"-0"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"86.5";"0";"0";"0";"0";"-1";"0";"-1";"0";"-1";"3478";"152";"";"";"";"13";"-1";"3478";"0";"9999";"3478";"";"";"";"";"";"";"";"";"";"";"";"99";"";"3303";"";"";"";"";"";"";"";"";"";"";"400171";"-0";"-0"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"88";"0";"0";"0.3";"0";"-1";"0";"-1";"0";"2950";"3563";"154";"";"";"";"12";"2950";"3563";"0";"2950";"3563";"";"";"";"";"";"";"";"";"";"";"";"100";"";"3366";"";"";"";"";"";"";"";"";"";"";"400172";"3000";"3000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"90";"0";"0";"0";"0";"-1";"0";"-1";"0";"3040";"3648";"156";"";"";"";"10";"3040";"3648";"0";"3040";"3648";"";"";"";"";"";"";"";"";"";"";"";"96";"";"3429";"";"";"";"";"";"";"";"";"";"";"400173";"3000";"3000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"87";"0";"0.1";"0";"0";"-1";"0.1";"-1";"0";"3140";"3817";"160";"";"";"";"12";"3140";"3817";"0";"3140";"3817";"";"";"";"";"";"";"";"";"";"";"";"98";"";"3492";"";"";"";"";"";"";"";"";"";"";"400174";"3000";"3000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"95";"0";"0.1";"0.3";"0";"-1";"0";"-1";"0";"3210";"3902";"162";"";"";"";"12";"3210";"3902";"0";"3210";"3902";"";"";"";"";"";"";"";"";"";"";"";"99";"";"3555";"";"";"";"";"";"";"";"";"";"";"400175";"3000";"3000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"95";"0";"0";"0";"0";"-1";"0";"-1";"0";"3280";"4029";"165";"";"";"";"13";"3280";"4029";"0";"3280";"4029";"";"";"";"";"";"";"";"";"";"";"";"98";"";"3618";"";"";"";"";"";"";"";"";"";"";"400176";"3500";"3500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"98";"0";"0";"0";"0";"-1";"0";"-1";"0";"3360";"4114";"167";"";"";"";"12";"3360";"4114";"0";"3360";"4114";"";"";"";"";"";"";"";"";"";"";"";"98";"";"3681";"";"";"";"";"";"";"";"";"";"";"400177";"3500";"3500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"97";"0";"0";"0.1";"0";"-1";"0";"-1";"0";"3440";"4241";"170";"";"";"";"12";"3440";"4241";"0";"3440";"4241";"";"";"";"";"";"";"";"";"";"";"";"97";"";"3744";"";"";"";"";"";"";"";"";"";"";"400178";"3500";"3500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"97";"0";"0.1";"0";"0";"-1";"0";"-1";"0";"3480";"4326";"172";"";"";"";"12";"3480";"4326";"0";"3480";"4326";"";"";"";"";"";"";"";"";"";"";"";"98";"";"3807";"";"";"";"";"";"";"";"";"";"";"400179";"3500";"3500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"98";"0";"0";"0";"0";"-1";"0";"-1";"0";"3550";"4411";"174";"";"";"";"13";"3550";"4411";"0";"3550";"4411";"";"";"";"";"";"";"";"";"";"";"";"99";"";"3870";"";"";"";"";"";"";"";"";"";"";"400180";"3500";"3500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"98";"0";"0";"0";"0";"-1";"0";"-1";"0";"3600";"4496";"176";"";"";"";"10";"3600";"4496";"0";"3600";"4496";"";"";"";"";"";"";"";"";"";"";"";"98";"";"3933";"";"";"";"";"";"";"";"";"";"";"400181";"3500";"3500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"95";"0";"0";"0";"0.1";"-1";"0.1";"-1";"0";"3650";"4581";"178";"";"";"";"15";"3650";"4581";"0";"3650";"4581";"";"";"";"";"";"";"";"";"";"";"";"99";"";"3996";"";"";"";"";"";"";"";"";"";"";"400182";"3500";"3500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"96";"0";"0";"0.1";"0";"-1";"0.1";"-1";"0";"3700";"4666";"180";"";"";"";"15";"3750";"4666";"0";"3750";"4666";"";"";"";"";"";"";"";"";"";"";"";"99";"";"4059";"";"";"";"";"";"";"";"";"";"";"400183";"3500";"3500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"96";"0";"0";"0";"0.3";"-1";"0";"-1";"0";"3800";"4920";"186";"";"";"";"14";"3930";"4920";"0";"3930";"4920";"";"";"";"";"";"";"";"";"";"";"";"99";"";"4122";"";"";"";"";"";"";"";"";"";"";"400184";"4000";"4000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"97";"0";"0";"0";"0";"-1";"0";"-1";"0";"3980";"5005";"188";"";"";"";"12";"3980";"5005";"0";"3980";"5005";"";"";"";"";"";"";"";"";"";"";"";"97";"";"4185";"";"";"";"";"";"";"";"";"";"";"400185";"4000";"4000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"98";"0";"0";"0";"0";"-1";"0";"-1";"0";"4050";"5090";"190";"";"";"";"20";"4050";"5090";"1";"4050";"5090";"";"";"";"";"";"";"";"";"";"";"";"93";"";"4248";"";"";"";"";"";"";"";"";"";"";"400186";"4000";"4000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"97";"0";"0";"0";"0";"-1";"0.3";"-1";"0";"4100";"5175";"192";"";"";"";"25";"4100";"5175";"1";"4100";"5175";"";"";"";"";"";"";"";"";"";"";"";"68";"";"4311";"";"";"";"";"";"";"";"";"";"";"400187";"4000";"4000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"98";"0";"0";"0";"0";"-1";"0";"-1";"0";"4170";"5259";"194";"";"";"";"20";"4170";"5259";"1";"4170";"5259";"";"";"";"";"";"";"";"";"";"";"";"75";"";"4374";"";"";"";"";"";"";"";"";"";"";"400188";"4000";"4000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"98";"0";"0";"0";"0";"-1";"0";"-1";"0";"4230";"5344";"196";"";"";"";"55";"4230";"5344";"8";"4230";"5344";"";"";"";"";"";"";"";"";"";"";"";"65";"";"4437";"";"";"";"";"";"";"";"";"";"";"400189";"4000";"4000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"97";"0";"0.1";"0";"0";"-1";"0";"-1";"0";"4280";"5429";"198";"";"";"";"70";"4280";"5429";"40";"4280";"5429";"";"";"";"";"";"";"";"";"";"";"";"72";"";"4500";"";"";"";"";"";"";"";"";"";"";"400190";"4500";"4500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"95";"0";"0";"0";"0";"-1";"0.1";"-1";"0";"4350";"5514";"200";"";"";"";"25";"4350";"5514";"30";"4350";"5514";"";"";"";"";"";"";"";"";"";"";"";"69";"";"4563";"";"";"";"";"";"";"";"";"";"";"400191";"4500";"4500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"98";"0";"0";"0";"0";"-1";"0";"-1";"0";"4400";"5599";"202";"";"";"";"45";"4400";"5599";"20";"4400";"5599";"";"";"";"";"";"";"";"";"";"";"";"68";"";"4626";"";"";"";"";"";"";"";"";"";"";"400192";"4500";"4500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"99";"0";"0";"0";"0";"-1";"0";"-1";"0";"4460";"5684";"204";"";"";"";"55";"4460";"5684";"10";"4460";"5684";"";"";"";"";"";"";"";"";"";"";"";"75";"";"4689";"";"";"";"";"";"";"";"";"";"";"400193";"4500";"4500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"95";"0";"0";"0";"0";"-1";"0";"-1";"0";"4520";"5768";"206";"";"";"";"75";"4520";"5768";"20";"4520";"5768";"";"";"";"";"";"";"";"";"";"";"";"72";"";"4752";"";"";"";"";"";"";"";"";"";"";"400194";"4500";"4500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"96";"0";"0";"0";"0";"-1";"0";"-1";"0";"4590";"5853";"208";"";"";"";"45";"4590";"5853";"40";"4590";"5853";"";"";"";"";"";"";"";"";"";"";"";"40";"";"4995";"";"";"";"";"";"";"";"";"";"";"400195";"4500";"4500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"97.5";"0";"0";"0";"0";"-1";"0";"-1";"0";"4650";"5938";"210";"";"";"";"90";"4650";"5938";"50";"4650";"5938";"";"";"";"";"";"";"";"";"";"";"";"28";"";"5370";"";"";"";"";"";"";"";"";"";"";"400196";"4500";"4500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"98";"0";"0";"0";"0";"-1";"0";"-1";"0";"4700";"6023";"212";"";"";"";"50";"4750";"6023";"30";"4800";"6023";"";"";"";"";"";"";"";"";"";"";"";"38";"";"5750";"";"";"";"";"";"";"";"";"";"";"400197";"4500";"4500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"97.5";"0";"0";"0.3";"0";"-1";"0";"-1";"0";"4800";"6108";"214";"";"";"";"50";"4800";"6108";"50";"4850";"6108";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400198";"5000";"5000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"94";"0";"0";"0";"0";"-1";"1";"-1";"0";"5050";"6193";"216";"";"";"";"100";"5050";"6193";"20";"5050";"6193";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400199";"5000";"5000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"97";"0";"0";"0";"0";"-1";"0";"-1";"0";"5450";"6277";"218";"";"";"";"125";"5450";"6277";"1";"5450";"6277";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400200";"5500";"5500"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"97";"0";"0";"0";"0";"-1";"0";"-1";"0";"5950";"6362";"220";"";"";"";"250";"5950";"6362";"4";"5950";"6362";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400201";"6000";"6000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"91";"0";"0";"0";"0";"-1";"0.3";"-1";"0";"6550";"6447";"222";"";"";"";"125";"6550";"6447";"2";"6550";"6447";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400202";"6500";"6500"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"63";"0.5";"0";"0";"0.5";"-1";"-1";"0";"-1";"3050";"2986";"200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"152";"1";"Poz-42815";"";"c14 AMS";"2285";"30";"2300";"INTCAL09";"Calib Rev 6.0.0";"400203";"3000";"3000"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"59";"0";"0";"0";"0.5";"-1";"-1";"0.5";"-1";"3120";"3059";"205";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"220";"1";"Poz-42816";"";"c14 AMS";"3065";"30";"3360";"INTCAL09";"Calib Rev 6.0.0";"400204";"3000";"3000"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"79";"0.5";"0.5";"0.5";"0";"-1";"-1";"0.5";"-1";"3200";"3132";"210";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"265";"1";"Poz-26634";"";"c14 AMS";"5200";"50";"5953";"INTCAL09";"Calib Rev 6.0.0";"400205";"3000";"3000"
"Kelemer_Kis_Mohos_To";"48.337154";"20.425663";"0.9";"310";"peat bog in undrained depression";"";"";"95";"0";"0";"-1";"-1";"-1";"-1";"-1";"-1";"3070";"3507";"429";"";"";"";"0.15";"3450";"";"";"";"";"";"12";"Cu";"18000";"500";"1500";"800";"1700";"8000";"200";"2580";"";"";"";"447";"10";"deb-3339";"peat";"c14 bulk";"3574";"45";"3849";"INTCAL92";"Calib 3.0";"400258";"3000";"3000"
"Kelemer_Kis_Mohos_To";"48.337154";"20.425663";"0.9";"310";"peat bog in undrained depression";"";"";"89";"0";"0";"-1";"-1";"-1";"-1";"-1";"-1";"3250";"3650";"436";"";"";"";"0.2";"3630";"";"";"";"";"";"10";"Cu";"13500";"750";"900";"500";"1000";"4000";"150";"2860";"";"";"";"484";"0";"AA-12993";"plant macrofossil";"c14 bulk";"4270";"75";"4840";"INTCAL92";"Calib 3.0";"400259";"3000";"3000"
"Kelemer_Kis_Mohos_To";"48.337154";"20.425663";"0.9";"310";"peat bog in undrained depression";"";"";"43";"0";"0";"-1";"-1";"-1";"-1";"-1";"-1";"3450";"3814";"444";"";"";"";"0";"3810";"";"";"";"";"";"15";"Cu";"11000";"1000";"1500";"600";"2000";"7000";"200";"3000";"";"";"";"525";"5";"deb-3301";"peat";"c14 bulk";"4751";"62";"5540";"INTCAL92";"Calib 3.0";"400260";"3500";"3500"
"Kelemer_Kis_Mohos_To";"48.337154";"20.425663";"0.9";"310";"peat bog in undrained depression";"";"";"90.5";"0";"0";"-1";"-1";"-1";"-1";"-1";"-1";"3630";"3977";"451";"";"";"";"0";"4000";"";"";"";"";"";"9";"Cu";"17000";"1500";"700";"600";"1200";"3000";"150";"3100";"";"";"";"560";"10";"deb-3300";"peat";"c14 bulk";"6250";"73";"7170";"INTCAL92";"Calib 3.0";"400261";"3500";"3500"
