"site_name";"Latitude";"Longitude";"site_archive_area";"site_archive_hight";"site_depositional_environment";"pollen_roc";"pollen_pal_rich";"pollen_ap_nap";"pollen_cerealia.t";"pollen_plantago.l";"pollen_plantago.mm";"pollen_plantago.t";"pollen_polygonum.a";"pollen_rumex.aa";"pollen_rumex.t";"pollen_urtica";"pollen_time";"pollen_time_recal";"pollen_depth";"characc_val";"characc_time";"characc_time_recal";"charconc1_val";"charconc1_time";"charconc1_time_recal";"charconc2_val";"charconc2_time";"charconc2_time_recal";"geochem_Na";"geochem_SM_value";"geochem_SM";"geochem_Ca";"geochem_P";"geochem_K";"geochem_Mn";"geochem_Mg";"geochem_Al";"geochem_Fe";"geochem_time";"toc_val";"toc_time";"toc_time_recal";"age_depth (cm)";"age_depth_range (cm)";"age_lab_code";"age_dated_material";"age_dating_method";"age_date_uncal_BP (a)";"age_date_uncal_range (a)";"age_date_cal_BP_used (a)";"age_Calibration_curve";"age_Calibration_prog";"id";"TIME_MIN";"TIME_MAX"
"Keszthely";"46.7705";"17.1973";"NA";"106";"Marsh land";"";"";"60.5";"1";"0.1";"-1";"-1";"-1";"-1";"0.3";"0";"";"5150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400238";"0";"0"
"Keszthely";"46.7705";"17.1973";"NA";"106";"Marsh land";"";"";"66";"0.8";"0.3";"-1";"-1";"-1";"-1";"0.2";"0.2";"";"5470";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400239";"0";"0"
"Keszthely";"46.7705";"17.1973";"NA";"106";"Marsh land";"";"";"65.5";"1";"0";"-1";"-1";"-1";"-1";"0";"0.2";"";"6000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400240";"0";"0"
"Keszthely";"46.7705";"17.1973";"NA";"106";"Marsh land";"";"";"44";"0.2";"0";"-1";"-1";"-1";"-1";"0";"0";"";"6170";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400241";"0";"0"
"Keszthely";"46.7705";"17.1973";"NA";"106";"Marsh land";"";"";"61.5";"0.3";"0";"-1";"-1";"-1";"-1";"0";"0";"";"6370";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400242";"0";"0"
"Keszthely";"46.7705";"17.1973";"NA";"106";"Marsh land";"";"";"55.5";"0.2";"0";"-1";"-1";"-1";"-1";"0.2";"0";"";"6510";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400243";"0";"0"
"Keszthely";"46.7705";"17.1973";"NA";"106";"Marsh land";"";"";"68.5";"0.2";"0";"-1";"-1";"-1";"-1";"0.3";"0";"";"6670";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400244";"0";"0"
"Keszthely";"46.7705";"17.1973";"NA";"106";"Marsh land";"";"";"76.5";"0.2";"0";"-1";"-1";"-1";"-1";"0";"0";"";"6850";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400245";"0";"0"
"Keszthely";"46.7705";"17.1973";"NA";"106";"Marsh land";"";"";"63.5";"2.3";"0";"-1";"-1";"-1";"-1";"0";"0.1";"";"7130";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400246";"0";"0"
"Keszthely";"46.7705";"17.1973";"NA";"106";"Marsh land";"";"";"84";"0.1";"0";"-1";"-1";"-1";"-1";"0";"0.1";"";"7320";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400247";"0";"0"
"Keszthely";"46.7705";"17.1973";"NA";"106";"Marsh land";"";"";"87";"0.1";"0";"-1";"-1";"-1";"-1";"0";"0";"";"7470";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400248";"0";"0"
"Keszthely";"46.7705";"17.1973";"NA";"106";"Marsh land";"";"";"86.5";"0.1";"0";"-1";"-1";"-1";"-1";"0";"0";"";"7620";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400249";"0";"0"
"Keszthely";"46.7705";"17.1973";"NA";"106";"Marsh land";"";"";"87.5";"0";"0";"-1";"-1";"-1";"-1";"0.1";"0.2";"";"7770";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400250";"0";"0"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8300";"0";"Pb";"5400";"1870";"";"70.7";"1400";"5100";"3560";"6700";"";"";"";"";"";"";"";"";"";"";"";"";"";"400329";"0";"0"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"86.3";"0";"0";"0.5";"0.5";"-1";"-1";"0";"-1";"4150";"265";"4015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"380";"1";"Poz-708";"";"c14 AMS";"6200";"40";"7050";"INTCAL04";"Calib 5.0.1";"400125";"4000";"4000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"90";"0";"0";"0";"0";"-1";"-1";"0";"-1";"4350";"270";"4197";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"415";"1";"Poz-617";"";"c14 AMS";"6730";"50";"7630";"INTCAL04";"Calib 5.0.1";"400126";"4500";"4500"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"87.5";"0";"0";"0.5";"0.5";"-1";"-1";"1";"-1";"4500";"275";"4379";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"505";"1";"Poz-600";"";"c14 AMS";"8100";"45";"9100";"INTCAL04";"Calib 5.0.1";"400127";"4500";"4500"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"86";"0";"0";"0";"0";"-1";"-1";"1";"-1";"4700";"280";"4561";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"595";"1";"Gif A 101.590";"";"c14 AMS";"8570";"100";"9635";"INTCAL04";"Calib 5.0.1";"400128";"4500";"4500"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"92.3";"0";"0";"0";"0";"-1";"-1";"0";"-1";"4900";"285";"4744";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"635";"1";"Poz-618";"";"c14 AMS";"9150";"50";"10400";"INTCAL04";"Calib 5.0.1";"400129";"5000";"5000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"87";"0";"0.5";"0";"0.5";"-1";"-1";"0";"-1";"5100";"290";"4926";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"665";"1";"Poz-613";"";"c14 AMS";"9680";"60";"11060";"INTCAL04";"Calib 5.0.1";"400130";"5000";"5000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"90";"0";"0";"0.5";"0.5";"-1";"-1";"0";"-1";"5300";"295";"5108";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400131";"5500";"5500"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"90";"0";"0";"0";"0";"-1";"-1";"0";"-1";"5500";"300";"5290";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400132";"5500";"5500"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"90.5";"0";"0";"0.5";"0.5";"-1";"-1";"1";"-1";"5600";"305";"5473";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400133";"5500";"5500"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"89";"0";"0";"0.5";"0.5";"-1";"-1";"0";"-1";"5750";"310";"5655";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400134";"6000";"6000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"93.8";"0";"0";"0";"0";"-1";"-1";"0";"-1";"5875";"315";"5837";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400135";"6000";"6000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"87.3";"0";"0";"0";"0";"-1";"-1";"1";"-1";"6000";"320";"5934";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400136";"6000";"6000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"92.5";"0";"0";"0.5";"0.5";"-1";"-1";"0";"-1";"6100";"325";"6031";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400137";"6000";"6000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"89";"0";"0";"0";"0";"-1";"-1";"1";"-1";"6200";"330";"6128";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400138";"6000";"6000"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"93.3";"0";"0";"0.5";"0.5";"-1";"-1";"0";"-1";"6300";"335";"6224";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400139";"6500";"6500"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"91.8";"0";"0";"0";"0";"-1";"-1";"1";"-1";"6400";"340";"6321";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400140";"6500";"6500"
"Bisoca";"45.533333";"26.816667";"1.5";"890";"Peat bog";"";"";"91.8";"0";"0";"0";"0";"-1";"-1";"0";"-1";"6500";"345";"6418";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400141";"6500";"6500"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"21.5";"76";"0.5";"0";"0";"-1";"0";"0";"0";"0.5";"6780";"6733";"332";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400105";"7000";"7000"
"Calineasa";"46.56322";"22.81678";"1";"1360";"infilled doline";"";"";"93";"0";"0.2";"0";"0";"-1";"0.1";"-1";"0";"-1";"3308";"148";"";"";"";"10";"-1";"3308";"0";"9999";"3308";"";"";"";"";"";"";"";"";"";"";"";"99";"";"3177";"";"";"";"";"";"";"";"";"";"";"400169";"-0";"-0"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"78";"2.5";"0.5";"0";"1";"-1";"-1";"0.5";"-1";"3280";"3205";"215";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"300";"1";"Poz-26594";"";"c14 AMS";"7150";"40";"8000";"INTCAL09";"Calib Rev 6.0.0";"400206";"3500";"3500"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"85";"0";"0";"0";"0";"-1";"-1";"0";"-1";"3496";"3278";"220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400207";"3500";"3500"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"78";"2.5";"0";"0";"0.5";"-1";"-1";"0";"-1";"3700";"3578";"225";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400208";"3500";"3500"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"76";"0";"0.5";"0.5";"0";"-1";"-1";"0";"-1";"3930";"3877";"230";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400209";"4000";"4000"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"88";"0";"0";"0";"0";"-1";"-1";"0";"-1";"4215";"4176";"235";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400210";"4000";"4000"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"83";"0";"0";"0";"0";"-1";"-1";"0";"-1";"4500";"4475";"240";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400211";"4500";"4500"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"73";"1.5";"0.5";"0.5";"0.5";"-1";"-1";"0.5";"-1";"4780";"4775";"245";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400212";"5000";"5000"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"86.5";"0.5";"0.5";"0.5";"0";"-1";"-1";"0.5";"-1";"5060";"5074";"250";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400213";"5000";"5000"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"85.5";"0";"0";"0";"0.5";"-1";"-1";"0.5";"-1";"5340";"5373";"255";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400214";"5500";"5500"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"90.5";"0";"0";"0";"0";"-1";"-1";"1.5";"-1";"5630";"5673";"260";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400215";"5500";"5500"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"84.5";"0.5";"0";"0";"0.5";"-1";"-1";"0.5";"-1";"5920";"5972";"265";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400216";"6000";"6000"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"86.5";"1.5";"0";"0";"0";"-1";"-1";"0";"-1";"6210";"6258";"270";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400217";"6000";"6000"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"82";"0";"0";"0";"0.5";"-1";"-1";"0.5";"-1";"6500";"6543";"275";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400218";"6500";"6500"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"73.5";"0.5";"0.5";"1.5";"0";"-1";"-1";"0.5";"-1";"6800";"6829";"280";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400219";"7000";"7000"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"80";"0.5";"0";"0";"0.5";"-1";"-1";"0.5";"-1";"7100";"7114";"285";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400220";"7000";"7000"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"76";"0";"0.5";"0";"0";"-1";"-1";"0.5";"-1";"7400";"7400";"290";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400221";"7500";"7500"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"87";"1.5";"0";"0";"0.5";"-1";"-1";"1.5";"-1";"7700";"7686";"295";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400222";"7500";"7500"
"Christina";"47.83333";"24.61667";"0.12";"1573";"peat bog in Kar";"";"";"90";"2";"0.5";"0";"0";"-1";"-1";"0.5";"-1";"8000";"7971";"300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400223";"8000";"8000"
"Kelemer_Kis_Mohos_To";"48.337154";"20.425663";"0.9";"310";"peat bog in undrained depression";"";"";"81.5";"0";"0";"-1";"-1";"-1";"-1";"-1";"-1";"4590";"4883";"488";"";"";"";"0.13";"5000";"";"";"";"";"";"12";"Cu";"12500";"0";"600";"600";"900";"4000";"150";"3630";"";"";"";"";"";"";"";"";"";"";"";"";"";"400266";"4500";"4500"
"Kelemer_Kis_Mohos_To";"48.337154";"20.425663";"0.9";"310";"peat bog in undrained depression";"";"";"79";"0";"0";"-1";"-1";"-1";"-1";"-1";"-1";"2350";"2855";"401";"";"";"";"0";"2850";"";"";"";"";"";"17";"Cu";"9500";"1000";"2100";"400";"2400";"12000";"175";"2330";"";"";"";"361";"0";"AA-11984";"plant macrofossil";"c14 AMS";"1345";"50";"1281";"INTCAL92";"Calib 3.0";"400255";"2500";"2500"
"Kelemer_Kis_Mohos_To";"48.337154";"20.425663";"0.9";"310";"peat bog in undrained depression";"";"";"37";"0";"0";"-1";"-1";"-1";"-1";"-1";"-1";"2600";"3139";"411";"";"";"";"0";"3070";"";"";"";"";"";"9";"Cu";"13000";"0";"600";"600";"900";"2000";"150";"2360";"";"";"";"378";"6";"deb-3338";"peat";"c14 bulk";"2148";"57";"2130";"INTCAL92";"Calib 3.0";"400256";"2500";"2500"
"Kelemer_Kis_Mohos_To";"48.337154";"20.425663";"0.9";"310";"peat bog in undrained depression";"";"";"95";"0";"0";"-1";"-1";"-1";"-1";"-1";"-1";"2850";"3323";"420";"";"";"";"0";"3250";"";"";"";"";"";"13";"Cu";"11000";"500";"1700";"400";"2000";"8000";"150";"2420";"";"";"";"409";"8";"deb-3329";"peat";"c14 bulk";"2945";"53";"3080";"INTCAL92";"Calib 3.0";"400257";"3000";"3000"
"Keszthely";"46.7705";"17.1973";"NA";"106";"Marsh land";"";"";"56.5";"0.2";"0";"-1";"-1";"-1";"-1";"0.1";"0";"";"4370";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400233";"0";"0"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"93";"0";"0.2";"0";"-1";"0";"0";"0";"0.5";"2820";"2849";"851";"";"";"";"";"";"";"0";"3040";"";"4600";"0";"Pb";"1460";"4380";"";"0.8";"1250";"23700";"2320";"2940";"24.5";"2820";"";"623";"3";"Poz-16074";"Fagus sysvatica bud scale";"c14 AMS";"885";"30";"824";"INTCAL04";"OXCAL";"400301";"3000";"3000"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"91";"0";"0";"0";"-1";"0";"0";"0";"0.7";"2930";"2958";"859";"";"";"";"";"";"";"0";"3090";"";"4600";"10.4";"Pb";"1280";"5200";"";"0";"1025";"18250";"1010";"3000";"29.5";"3160";"";"723";"3";"Poz-9981";"Fagus sysvatica bud scale. leaf fragments";"c14 AMS";"1185";"30";"1118";"INTCAL04";"OXCAL";"400302";"3000";"3000"
"Luci";"46.2969";"25.7375";"120";"1080";"peat bog in crater";"";"";"94";"0";"0";"0";"";"";"";"0";"";"5200";"5200";"225";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400342";"5000";"5000"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"93";"0";"0.2";"0.2";"-1";"0";"0";"0.2";"0.5";"3080";"3066";"867";"";"";"";"";"";"";"0";"3160";"";"4840";"0";"Pb";"1285";"6475";"";"0";"1300";"22000";"1130";"3050";"27";"4250";"";"872";"2";"Poz-9980";"Fagus sp. Bud scale. leaf fragments";"c14 AMS";"2970";"35";"3151";"INTCAL04";"OXCAL";"400303";"3000";"3000"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"90";"0";"0";"0";"-1";"0";"0";"0";"0.4";"3140";"3151";"873";"";"";"";"";"";"";"0";"3220";"";"5370";"0";"Pb";"1200";"6400";"";"0";"1375";"20300";"1725";"3100";"35";"5110";"";"909";"1";"Poz-9979";"Picea abies seed";"c14 AMS";"3475";"30";"3763";"INTCAL04";"OXCAL";"400304";"3000";"3000"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"90";"0";"0";"0";"-1";"0";"0";"0";"0.5";"3210";"3251";"879";"";"";"";"";"";"";"0";"3290";"";"6360";"0";"Pb";"1785";"7300";"";"0";"1375";"20000";"2075";"3170";"40";"6700";"";"959";"1";"Poz-9978";"Picea abies seed";"c14 AMS";"4830";"40";"5553";"INTCAL04";"OXCAL";"400305";"3000";"3000"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"85";"0";"0.4";"0";"-1";"0";"0";"0";"0.2";"3290";"3318";"883";"";"";"";"";"";"";"0";"3400";"";"5860";"0";"Pb";"1370";"5520";"";"0";"1288";"16500";"1420";"3230";"41";"7000";"";"989";"1";"Poz-16075";"Betula pubescens seed";"c14 AMS";"7170";"50";"7993";"INTCAL04";"OXCAL";"400306";"3500";"3500"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"87";"0";"0.3";"0";"-1";"0";"0";"0";"0.8";"3390";"3384";"887";"";"";"";"";"";"";"0";"3470";"";"6150";"0";"Pb";"1945";"5950";"";"0";"1338";"16500";"1500";"3300";"";"";"";"1013";"1";"Poz-9976";"Acer seed";"c14 AMS";"8050";"50";"8914";"INTCAL04";"OXCAL";"400307";"3500";"3500"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"84";"0";"0";"0";"-1";"0";"0.2";"0";"1";"3490";"3518";"895";"";"";"";"";"";"";"0";"3540";"";"6830";"0";"Pb";"2020";"5440";"";"4.7";"1638";"18150";"2380";"3360";"";"";"";"";"";"";"";"";"";"";"";"";"";"400308";"3500";"3500"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"87";"0";"0.5";"0.3";"-1";"0";"0";"0";"1.5";"3500";"3635";"302";"";"";"";"";"";"";"1";"3725";"";"7240";"0";"Pb";"265";"4160";"";"15";"1338";"11200";"2540";"3440";"";"";"";"";"";"";"";"";"";"";"";"";"";"400309";"3500";"3500"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"85";"0";"0.1";"0";"-1";"0";"0.2";"0";"0.4";"3790";"3824";"311";"";"";"";"";"";"";"2";"3950";"";"5860";"0";"Pb";"1370";"5150";"";"0";"1125";"15600";"1960";"3695";"";"";"";"";"";"";"";"";"";"";"";"";"";"400310";"4000";"4000"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"82";"0";"0";"0";"-1";"0";"0.5";"0";"0.7";"3920";"3968";"315";"";"";"";"";"";"";"1";"4120";"";"6360";"0";"Pb";"2540";"4480";"";"6.9";"1562";"15200";"2220";"3830";"";"";"";"";"";"";"";"";"";"";"";"";"";"400311";"4000";"4000"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"87";"0";"0";"0.2";"-1";"0";"0";"0";"0";"4090";"4112";"319";"";"";"";"";"";"";"0";"4430";"";"5760";"0";"Pb";"1840";"4430";"";"0";"1325";"16300";"1960";"3970";"";"";"";"";"";"";"";"";"";"";"";"";"";"400312";"4000";"4000"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"86";"0";"0";"0";"-1";"0";"0";"0.3";"0.3";"4250";"4256";"323";"";"";"";"";"";"";"0";"4580";"";"5370";"0";"Pb";"2180";"6130";"";"0";"1575";"23300";"2370";"4130";"";"";"";"";"";"";"";"";"";"";"";"";"";"400313";"4000";"4000"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"89";"0";"0";"0.2";"-1";"0";"0";"0";"0.4";"4410";"4436";"328";"";"";"";"";"";"";"1";"4750";"";"5080";"0";"Pb";"1570";"4280";"";"0";"1395";"19550";"2280";"4280";"";"";"";"";"";"";"";"";"";"";"";"";"";"400314";"4500";"4500"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"82";"0";"0";"0";"-1";"0";"0";"0";"0.2";"5000";"4976";"343";"";"";"";"";"";"";"1";"5400";"";"5170";"0";"Pb";"1840";"5270";"";"0";"1180";"16300";"1840";"4870";"";"";"";"";"";"";"";"";"";"";"";"";"";"400318";"5000";"5000"
"Lake_Saint_Ana";"46.12855";"25.90087";"19.31";"950";"crater lake";"";"";"78";"0";"0";"0";"-1";"0";"0";"0";"0.8";"5450";"5408";"355";"";"";"";"";"";"";"0";"6290";"";"6660";"0";"Pb";"1570";"4230";"";"0";"1125";"13800";"2225";"5330";"";"";"";"";"";"";"";"";"";"";"";"";"";"400321";"5500";"5500"
"Luci";"46.2969";"25.7375";"120";"1080";"peat bog in crater";"";"";"95.5";"0";"0";"0";"";"";"";"0";"";"6420";"6420";"320";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400361";"6500";"6500"
"Bab_Tava";"48.185928";"22.482291";"5";"110";"Oxbow lake";"";"15";"87";"0";"0";"0";"-1";"0";"0";"0";"0.4";"6330";"6148";"272";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"400090";"6500";"6500"
"Nagy_Mohos";"48.340391";"20.430754";"1.4";"294";"peat bog";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"420";"100";"";"5800";"";"500";"";"800";"1000";"";"8260";"";"";"";"";"";"";"";"";"";"";"";"";"";"400525";"0";"0"
