"AnzahlFund";"StatistikFunde";"FindID";"Storage_refID";"Context_refID";"Site_refID";"Excavation_Number";"Object_Description";"Decoration_Description";"UseWear_Description";"Preservation_Condition";"Preservation_Status";"Find_Material";"Production_Quality";"Surface_Treatment";"Find_Category";"OtherTextileTools_Height_max_mm";"OtherTextileTools_Height_min_mm";"OtherTextileTools_Thickness_min_mm";"OtherTextileTools_Thickness_max_mm";"OtherTextileTools_Width_min_mm";"OtherTextileTools_Width_max_mm";"OtherTextileTools_Length_max_mm";"OtherTextileTools_Length_min_mm";"OtherTextileTools_Diameter_max_mm";"OtherTextileTools_Diameter_min_mm";"OtherTextileTools_Hole_Shape";"Spinning_bowl_Height_mm";"Spinning_bowl_Thickness_mm";"Spinning_Bowl_Rim_Diameter_mm";"Spinning_bowl_Base_Diameter_mm";"Spinning_Bowl_Number_of_Handles";"Spinning_bowl_Thickness_of_Handles_mm";"Loomweights_type_Valuelist";"Loomweight_Weight_in_g";"Loomweight_Weight_if_not_complete";"Loomweight_Estimated_full_weight";"Loomweight_Diameter_mm";"Loomweight_Height_mm";"Loomweight_Thickness_mm";"Loomweight_Width_mm";"Loomweight_Position_of_holes";"Loomweight_Number_of_holes";"Loomweight_Holediameter_range_mm";"Loomweight_Groove";"Fibre_Material_SystemA";"Fibre_Material_SystemB";"Thread_Spindirection_SystemA";"Thread_Spindirection_SystemB";"Thread_Spinangle_SystemA";"Thread_Spinangle_SystemB";"Textile_Weave";"Textile_Structure";"Textile_Material_analysis";"WarpWeft";"Thread_Fibre_Count_SystemA";"Thread_Fibre_Count_SystemB";"Threads_per_cm_SystemA";"Threads_per_cm_SystemB";"Needle_Thickness_at_midshaft";"Needle_Shape_of_head";"Needle_Shape_of_eye";"Needle_Eye_size_max_mm";"Needle_Length_mm";"Needle_Thickness_mm";"Spindlewhorl_Weight_in_g";"Spindlewhorl_Weight_if_not_complete_g";"Spindlewhorl_Estimated_full_weight";"Spindlewhorl_Diameter_in_mm";"Spindlewhorl_Height_in_mm";"Spindlewhorl_Holediameter_mm";"Spindlewhorl_type_Valuelist";"Spindlewhorl_Hole_shape_Valuelist";"Shuttle_Width_max_mm";"Shuttle_Width_min_mm";"Shuttle_Length_min_mm";"Shuttle_Length_max_mm";"Shuttle_Thickness_max_mm";"Shuttle_Opening";"Iconographic_Object_Height_max_mm";"Iconographic_Object_Length_max_mm";"Iconographic_Object_Width_max_mm";"Iconographic_Object_Type";"Iconographic_Object_Representation";"Textile_Fibre_Thickness";"Imprinted_Object_Height_mm";"Imprinted_Object_Length_mm";"Imprinted_Object_Width_mm";"Find_Category Anzahl";"Thread_diameter_mm_SystemA";"Thread_diameter_mm_SystemB";"Fibre_diameter_µm_SystemA";"Fibre_diameter_µm_SystemB";"Ply_SystemA";"Ply_SystemB";"Textile_Parenthetical_NotationalSystemA";"Textile_Parenthetical_NotationalSystemB";"Fibre_diameter_mean_SystemA";"Fibre_diameter_mean_SystemB";"Kemp_diameter_SystemB";"Kemp_diameter_SystemA";"Statistikspinnwirtel";"StatistikTextilien";"StatistikWebgewichte";"StatistikSpools";"StatistikTextileImprints";"StatistikPin";"StatistikIconogrphy";"StatistikBrush";"Impression_TwistdirectionA";"Impression_TwistdirectionB";"Impression_Twistangle_°A";"Impression_Twistangle_°B";"Impression_Dimensions_maxLength_mm";"Impression_Dimensions_maxWidth_mm";"Impression_Depth";"Impression_Depth_in%of_cord";"Impression_Twists_in_2cm";"Impression_single_threads_mean_diameter_mmA";"Impression_single_threads_mean_diameter_mmB";"Hollow";"AuswertungANIMALFIBRES";"AuswertungVEGETABLEFIBRES";"AuswertungUNDETERMINED";"SpinnwirtelTypSchmidt";"Statistikfeld SWGewicht";"Statistikfeld SW";"Anzahl HöheDurchmesserGewicht";"AuswertungSW";"Gewicht_min";"Gewicht_SW_max";"Ratio DurchmesserdurchHöhe";"Zeitscheiben";"Auswertung Perforated Ceramic Discs";"MittelwertHöhe";"MittelwertGewicht";"MittelwertDurchmesser";"Feld 185";"Decoration";"SWmodel_durchlocht";"SiteID";"Site_Name";"Longitude";"Latitude";"GeonamesID";"Datierungen";"Datierungen End";"Datierungen Kopie";"Datierungen End Kopie";"AuswertungFormelTEX";"AuswertungFormelTEXIMPR";"AuswertungFormelTEXPSEUD";"Auswertung Perforated Ceramic Discs2";"MittelwertHöhe2";"MittelwertGewicht2";"MittelwertDurchmesser2";"Georegion";"Georegion Kopie";"TIME_MIN";"TIME_MAX";"id"
"1";"2759";"C00156";"";"63503951472";"63503619117";"374.2";"Spinnwirtel Form c Tc, konisch mit konkaver Basis und halsartiger Wulst um die Durchlochung, grauschwarz gebrannter Ton";"";"";"";"";"Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8,3";"";"";"27";"15";"6";"Conical hollow";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"c";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,8";"4500-4000";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300196"
"1";"2759";"C00157";"";"63503951498";"63503619117";"374.3";"Spinnwirtel Form c Td, konisch mit konkaver Basis und halsartiger Wulst um die Durchlochung, stark gebrannter Ton grünoliv";"";"";"";"";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"29";"13";"5";"Conical hollow";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"c";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"2,2307692307692308";"2500-2000";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300197"
"1";"2759";"C00158";"";"63503951531";"63503619117";"375.1";"Spinnwirtel Form d Tc, konisch mit flacher Basis und halsartiger Wulst um die Konusspitze, grauschwarz gebrannter Ton";"";"";"";"";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"36";"17";"";"Conical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"d";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"2,1176470588235294";"3500-3000";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300198"
"1";"2759";"C00159";"";"63503951555";"63503619117";"375.2";"Spinnwirtel Form d Ta, konisch mit flacher Basis und halsartiger Wulst um die Konusspitze, ungebrannter Ton";"";"";"";"";"Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7";"";"";"27";"16";"4";"Conical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"d";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,6875";"4500-4000";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300199"
"1";"2759";"C00160";"";"63503951597";"63503619117";"375.3";"Spinnwirtel Form d Tb, konisch mit flacher Basis und halsartiger Wulst um die Konusspitze, oxiedierend rot gebrannter Ton";"";"";"";"";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10,9";"";"";"32";"(17)";"4";"Conical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"d";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"-1,8823529411764706";"4500-4000";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300200"
"1";"2759";"C00161";"";"63503951621";"63503619117";"375.4";"Spinnwirtel Form d Tb, konisch mit flacher Basis und halsartiger Wulst um die Konusspitze, grauschwarz gebrannter Ton";"";"";"";"";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10,3";"";"";"29";"16";"5";"Conical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"d";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,8125";"4500-4000";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300201"
"1";"2759";"C00162";"";"63503951697";"63503619117";"376.1";"Spinnwirtel Form e Tc, konisch mit koncaver Basis und halsartiger Wulst an beiden Enden der Lochung, grauschwarz gebrannter Ton";"";"";"";"";"Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6,7";"";"";"25";"15";"3";"Conical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"e";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,6666666666666667";"2500-2000";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300202"
"1";"2759";"C00163";"";"63503951730";"63503619117";"376.2";"Spinnwirtel Form e Tc, konisch mit koncaver Basis und halsartiger Wulst an beiden Enden der Lochung, grauschwarz gebrannter Ton";"";"";"";"Partial (more than half)";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,1";"";"34";"11";"3";"Conical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"e";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"3,0909090909090909";"2500-2000";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300203"
"1";"2759";"C01404";"";"494";"48";"";"11 Fragmente aus Wolle";"";"";"";"";"Textile";"";"";"Textiles";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Sheep Wool";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"";"1000-500";"";"";"";"";"";"";"0";"48";"Kuntilet 'Agrud";"34,421111";"30,193056";"";"900";"700";"900";"700";"1";"0";"0";"";"";"";"";"";"Mittelmeerraum";"1000";"500";"301419"
"1";"2759";"C00164";"";"63503951761";"63503619117";"376.3";"Spinnwirtel Form e Tc, konisch mit koncaver Basis und halsartiger Wulst an beiden Enden der Lochung, grauschwarz gebrannter Ton";"";"";"";"";"Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9,3";"";"";"28";"15";"5";"Conical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"e";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,8666666666666667";"4500-4000";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300204"
"1";"2759";"C00165";"";"63503951804";"63503619117";"376.4";"Spinnwirtel Form e Tb, konisch mit koncaver Basis und halsartiger Wulst an beiden Enden der Lochung, oxidierend rot gebrannter Ton";"";"";"";"";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9,9";"";"";"26";"19";"5";"Conical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"e";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,3684210526315789";"3000-2500";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300205"
"1";"2759";"C00166";"";"63503951830";"63503619117";"376.5";"Spinnwirtel Form e Tc, konisch mit koncaver Basis und halsartiger Wulst an beiden Enden der Lochung, grauschwarz gebrannter Ton";"";"";"";"";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10,2";"";"32";"14";"6";"Conical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"e";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"2,2857142857142857";"3000-2500";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300206"
"1";"2759";"C00167";"";"63503951852";"63503619117";"376.6";"Spinnwirtel Form e Tb, konisch mit koncaver Basis und halsartiger Wulst an beiden Enden der Lochung, oxidierend rot gebrannter Ton";"";"";"";"";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10,3";"";"30";"18";"5";"Conical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"e";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,6666666666666667";"4500-4000";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300207"
"1";"2759";"C00168";"";"63503951919";"63503619117";"376.7";"Spinnwirtel Form e Tb, konisch mit koncaver Basis und halsartiger Wulst an beiden Enden der Lochung, oxidierend rot gebrannter Ton";"";"";"";"";"Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"24";"16";"3";"Conical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"e";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,5";"N.A.";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300208"
"1";"2759";"C00169";"";"63503951953";"63503619117";"383.1";"Spinnwirtel Form j T, kugelig, Ton";"";"";"";"";"Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"26";"23";"3";"Spherical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"j";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,1304347826086957";"N.A.";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300209"
"1";"2759";"C00291";"63505962506";"9";"1";"A49629";"FRAGMENT, BUFF WARE, No Spindle whorl, but handle of a cup.";"";"";"";"";"Fired Clay";"";"";"Other Textile Tool";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"";"4000-3500";"";"";"";"";"";"";"0";"1";"Chogha Mish";"48,5556";"32,2239";"138866";"5400";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Lowlands";"Mesopotamien";"5500";"4000";"300210"
"1";"2759";"C00170";"";"63503951987";"63503619117";"379.1";"Spinnwirtel Form g Tb, bikonisch mit  halsartiger Wulst an beiden Enden der Lochung (miniaturradförmig), oxidierend rot gebrannter Ton";"";"";"";"";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"32";"17";"4";"Miniatur Wheel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"g";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,8823529411764706";"N.A.";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300211"
"1";"2759";"C00171";"";"63503952067";"63503619117";"379.2";"Spinnwirtel Form g Ta, bikonisch mit  halsartiger Wulst an beiden Enden der Lochung (miniaturradförmig), Ton";"";"";"";"";"Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21";"14";"4";"Miniatur Wheel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"g";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,5";"N.A.";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300212"
"1";"2759";"C00202";"";"63503954104";"63503619117";"382.16";"Spinnwirtel Form f Tb, bikonisch, oxidierend rot gebrannter Ton";"";"";"";"";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6,6";"";"";"23";"16";"3";"Biconical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"f";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,4375";"4500-4000";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300213"
"1";"2759";"C00172";"";"63503952087";"63503619117";"379.3";"Spinnwirtel Form g Tc, bikonisch mit  halsartiger Wulst an beiden Enden der Lochung (miniaturradförmig), grauschwarz gebrannter Ton";"";"";"";"";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"27";"10";"4";"Miniatur Wheel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"g";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"2,7";"1000-500";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300214"
"1";"2759";"C00173";"";"63503952118";"63503619117";"379.4";"Spinnwirtel Form g Tc, bikonisch mit  halsartiger Wulst an beiden Enden der Lochung (miniaturradförmig), grauschwarz gebrannter Ton";"";"";"";"";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5,3";"";"21";"14";"2";"Miniatur Wheel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"g";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,5";"3500-3000";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300215"
"1";"2759";"C00174";"";"63503952151";"63503619117";"379.5";"Spinnwirtel Form g Tc, bikonisch mit  halsartiger Wulst an beiden Enden der Lochung (miniaturradförmig), grauschwarz gebrannter Ton";"";"";"";"";"Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5,3";"";"";"23";"15";"4";"Miniatur Wheel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"g";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,5333333333333333";"4500-4000";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300216"
"1";"2759";"C00175";"";"63503952201";"63503619117";"379.6";"Spinnwirtel Form g Tb, bikonisch mit  halsartiger Wulst an beiden Enden der Lochung (miniaturradförmig), oxidierend rot gebrannter Ton";"";"";"";"";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6,3";"";"";"26";"13";"6";"Miniatur Wheel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"g";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"2";"4500-4000";"";"";"";"";"";"";"0";"63503619117";"Norsuntepe";"39,47";"38,618889";"N.A.";"4300";"2000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Upper Euphrates";"Ostanatolien";"4500";"2000";"300217"
