"AnzahlFund";"StatistikFunde";"FindID";"Storage_refID";"Context_refID";"Site_refID";"Excavation_Number";"Object_Description";"Decoration_Description";"UseWear_Description";"Preservation_Condition";"Preservation_Status";"Find_Material";"Production_Quality";"Surface_Treatment";"Find_Category";"OtherTextileTools_Height_max_mm";"OtherTextileTools_Height_min_mm";"OtherTextileTools_Thickness_min_mm";"OtherTextileTools_Thickness_max_mm";"OtherTextileTools_Width_min_mm";"OtherTextileTools_Width_max_mm";"OtherTextileTools_Length_max_mm";"OtherTextileTools_Length_min_mm";"OtherTextileTools_Diameter_max_mm";"OtherTextileTools_Diameter_min_mm";"OtherTextileTools_Hole_Shape";"Spinning_bowl_Height_mm";"Spinning_bowl_Thickness_mm";"Spinning_Bowl_Rim_Diameter_mm";"Spinning_bowl_Base_Diameter_mm";"Spinning_Bowl_Number_of_Handles";"Spinning_bowl_Thickness_of_Handles_mm";"Loomweights_type_Valuelist";"Loomweight_Weight_in_g";"Loomweight_Weight_if_not_complete";"Loomweight_Estimated_full_weight";"Loomweight_Diameter_mm";"Loomweight_Height_mm";"Loomweight_Thickness_mm";"Loomweight_Width_mm";"Loomweight_Position_of_holes";"Loomweight_Number_of_holes";"Loomweight_Holediameter_range_mm";"Loomweight_Groove";"Fibre_Material_SystemA";"Fibre_Material_SystemB";"Thread_Spindirection_SystemA";"Thread_Spindirection_SystemB";"Thread_Spinangle_SystemA";"Thread_Spinangle_SystemB";"Textile_Weave";"Textile_Structure";"Textile_Material_analysis";"WarpWeft";"Thread_Fibre_Count_SystemA";"Thread_Fibre_Count_SystemB";"Threads_per_cm_SystemA";"Threads_per_cm_SystemB";"Needle_Thickness_at_midshaft";"Needle_Shape_of_head";"Needle_Shape_of_eye";"Needle_Eye_size_max_mm";"Needle_Length_mm";"Needle_Thickness_mm";"Spindlewhorl_Weight_in_g";"Spindlewhorl_Weight_if_not_complete_g";"Spindlewhorl_Estimated_full_weight";"Spindlewhorl_Diameter_in_mm";"Spindlewhorl_Height_in_mm";"Spindlewhorl_Holediameter_mm";"Spindlewhorl_type_Valuelist";"Spindlewhorl_Hole_shape_Valuelist";"Shuttle_Width_max_mm";"Shuttle_Width_min_mm";"Shuttle_Length_min_mm";"Shuttle_Length_max_mm";"Shuttle_Thickness_max_mm";"Shuttle_Opening";"Iconographic_Object_Height_max_mm";"Iconographic_Object_Length_max_mm";"Iconographic_Object_Width_max_mm";"Iconographic_Object_Type";"Iconographic_Object_Representation";"Textile_Fibre_Thickness";"Imprinted_Object_Height_mm";"Imprinted_Object_Length_mm";"Imprinted_Object_Width_mm";"Find_Category Anzahl";"Thread_diameter_mm_SystemA";"Thread_diameter_mm_SystemB";"Fibre_diameter_µm_SystemA";"Fibre_diameter_µm_SystemB";"Ply_SystemA";"Ply_SystemB";"Textile_Parenthetical_NotationalSystemA";"Textile_Parenthetical_NotationalSystemB";"Fibre_diameter_mean_SystemA";"Fibre_diameter_mean_SystemB";"Kemp_diameter_SystemB";"Kemp_diameter_SystemA";"Statistikspinnwirtel";"StatistikTextilien";"StatistikWebgewichte";"StatistikSpools";"StatistikTextileImprints";"StatistikPin";"StatistikIconogrphy";"StatistikBrush";"Impression_TwistdirectionA";"Impression_TwistdirectionB";"Impression_Twistangle_°A";"Impression_Twistangle_°B";"Impression_Dimensions_maxLength_mm";"Impression_Dimensions_maxWidth_mm";"Impression_Depth";"Impression_Depth_in%of_cord";"Impression_Twists_in_2cm";"Impression_single_threads_mean_diameter_mmA";"Impression_single_threads_mean_diameter_mmB";"Hollow";"AuswertungANIMALFIBRES";"AuswertungVEGETABLEFIBRES";"AuswertungUNDETERMINED";"SpinnwirtelTypSchmidt";"Statistikfeld SWGewicht";"Statistikfeld SW";"Anzahl HöheDurchmesserGewicht";"AuswertungSW";"Gewicht_min";"Gewicht_SW_max";"Ratio DurchmesserdurchHöhe";"Zeitscheiben";"Auswertung Perforated Ceramic Discs";"MittelwertHöhe";"MittelwertGewicht";"MittelwertDurchmesser";"Feld 185";"Decoration";"SWmodel_durchlocht";"SiteID";"Site_Name";"Longitude";"Latitude";"GeonamesID";"Datierungen";"Datierungen End";"Datierungen Kopie";"Datierungen End Kopie";"AuswertungFormelTEX";"AuswertungFormelTEXIMPR";"AuswertungFormelTEXPSEUD";"Auswertung Perforated Ceramic Discs2";"MittelwertHöhe2";"MittelwertGewicht2";"MittelwertDurchmesser2";"Georegion";"Georegion Kopie";"TIME_MIN";"TIME_MAX";"id"
"1";"2759";"C00905";"63517556615";"";"22";"62/2";"Lenticulare buff spindle whorl, baked clay, damaged around Perforation. (Usewear?)";"";"";"";"Small fragments missing";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,62";"";"";"21,5";"14,5";"6";"Lenticular";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"k";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,4827586206896552";"4500-4000";"";"";"";"";"";"plain";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300949"
"1";"2759";"C00906";"63517557613";"";"22";"62/23";"lenticular buff spindle whorl, worked (ground) into shape, grinding traces on surface.";"";"";"";"Complete";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5,73";"";"";"25,5";"10";"5";"Lenticular";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"k";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"2,55";"4500-4000";"";"";"";"";"";"plain";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300950"
"1";"2759";"C00907";"63517558813";"";"22";"62/20";"lenticular spindle whorl, buff baked clay, hub around perforation on both sides of the whorl, one bigger than the other. Slight damage around perforations.";"";"";"";"Small fragments missing";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,64";"";"";"23";"14,4";"5";"Lenticular";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"k";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,5972222222222222";"4500-4000";"";"";"";"";"";"plain";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300951"
"1";"2759";"C00908";"63517560039";"";"22";"62/21";"Lenticular Spindle whorl, buff baked clay, Perforation biconical, slight damage around one side of the perforation.";"";"";"";"Small fragments missing";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8,43";"";"";"25";"17,8";"3";"Lenticular";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"k";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,4044943820224719";"4500-4000";"";"";"";"";"";"plain";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300952"
"1";"2759";"C00909";"63517561809";"";"22";"62/27";"pinkish buff baked clay spindle whorl, one side damaged around perforation, other side, worked around perforation darker colour, Hubs on both sides of perforation, on bigger than the other, bigger almost completely gone due break off.";"";"";"";"Small fragments missing";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"";"";"31,2";"16,5";"7,5";"Lenticular";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"k";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,8909090909090909";"4500-4000";"";"";"";"";"";"plain";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300953"
"1";"2759";"C00910";"63517562120";"";"22";"37/2";"Spindle whorl, baked clay?, working traces show that it has been ground into form (additionally?) Slight damage on one side of the perforation.";"";"";"";"Small fragments missing";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7,05";"";"";"29";"11,7";"7,5";"Lenticular";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"m";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"2,4786324786324786";"4500-4000";"";"";"";"";"";"plain";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300954"
"1";"2759";"C00911";"63517563951";"";"22";"62/28";"lenticular spindle whorl with hubs around the central perforations, very slightly damaged on one side.";"";"";"";"Complete";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8,52";"";"";"27,5";"20";"6";"Lenticular";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"k";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,375";"4500-4000";"";"";"";"";"";"plain";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300955"
"1";"2759";"C00912";"63517564170";"248";"22";"TBA 314";"Lenticular buff baked clay spindle whorl";"";"";"";"";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6,68";"";"";"26";"13";"7";"Lenticular";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"k";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"2";"4500-4000";"";"";"";"";"";"plain";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300956"
"1";"2759";"C00913";"63517622562";"535";"22";"TBA 338";"lenticular pinkish, with pinched edge. Oval diameter 27-30 mm";"";"";"";"Complete";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13,99";"";"";"27";"20,05";"7,2";"Lenticular";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"k";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,3466334164588529";"4500-4000";"";"";"";"";"";"notches";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300957"
"1";"2759";"C00914";"63517626187";"";"22";"PPA 82";"greenish buff flat spindle whorl with notches all around on a flattened edge";"";"";"";"Complete";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5,96";"";"";"21";"11,5";"5,5";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"m";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,8260869565217391";"4500-4000";"";"";"";"";"";"notches";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300958"
"1";"2759";"C00915";"63517628610";"2014";"22";"TBA 128";"pinkish buff, baked clay, spindle Whorl, biconical, small, slightly damaged around perforation (Usewear??) undecorated";"";"";"";"Small fragments missing";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,45";"";"";"18,3";"13";"4,8";"Biconical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"f";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"1,4076923076923077";"4500-4000";"";"";"";"";"";"plain";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300959"
"1";"2759";"C00931";"63517652864";"";"1";"";"Very roughly modified sherd, just chipped into form not smoothed or ground. drilling device seemed kind of big. orange coloured ware, much like modern brick orange.";"";"";"";"Complete";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19,99";"";"";"45";"13";"6,2";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"m";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"3,4615384615384615";"";"";"";"";"";"";"";"0";"1";"Chogha Mish";"48,5556";"32,2239";"138866";"5400";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Lowlands";"Mesopotamien";"5500";"4000";"300962"
"1";"2759";"C00917";"63517631488";"2013";"22";"TBA 46";"Buff disc, could be used as a spindle whorl, in the hole drilling lines (?), could mean that hole was perforated after the burning of the material, and no hubs around it. very regular shape. no grinding traces, and a few peculiar creases at the edge that make it likely that the disc was shaped like this of clay but the hole was either drilled or enlargend after burning.";"";"";"";"Complete";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,52";"";"";"28";"4,8";"5,5";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"m";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"5,8333333333333333";"4500-4000";"";"";"";"";"";"plain";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300963"
"1";"2759";"C00918";"63517631870";"2012";"22";"TBA 272";"flat disc with central perforation (spindle whorl?, very lightweight and with marks on the edge. Perforation pearced through when clay still wet, small hubs of material around perforation indicate that.";"";"";"";"";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,93";"";"";"26";"4,2";"3,4";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"m";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"6,1904761904761905";"4500-4000";"";"";"";"";"";"plain";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300964"
"1";"2759";"C00919";"63517633120";"2011";"22";"TBA 129";"Half of black on buff sherd, central perforation. rounded edge. design two rounded black shapes. ca 50% of weight remains. surface smooth to the touch.";"";"";"";"Partial (more than half)";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,11";"";"28,5";"8";"4,5";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"m";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"3,5625";"4500-4000";"";"";"";"";"";"";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300965"
"1";"2759";"C00920";"63517637926";"";"1";"CHM II";"Spindle whorl, planoconvex, badly chipped on one side, also around the perforation some use wear? hole looks a little bite worn. 90% of the weight remains.";"";"";"";"Small fragments missing";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"27,85";"";"47";"16,4";"7,3";"Planoconvex";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"i";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"2,8658536585365854";"";"";"";"";"";"";"";"0";"1";"Chogha Mish";"48,5556";"32,2239";"138866";"5400";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Lowlands";"Mesopotamien";"5500";"4000";"300966"
"1";"2759";"C00921";"63517641317";"";"1";"CHM III-703";"Pinkish buff spindle whorl. Clay minerally tempered, a lot of red inclusions. chipped around the perforation especially on the protruding hub and one bit on the edge. ring of small circular impressions around the perforation.";"";"";"";"Small fragments missing";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"36,91";"";"";"48";"19,5";"9";"Planoconvex";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"i";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"2,4615384615384615";"";"";"";"";"";"";"";"0";"1";"Chogha Mish";"48,5556";"32,2239";"138866";"5400";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Lowlands";"Mesopotamien";"5500";"4000";"300967"
"1";"2759";"C00922";"63517646517";"";"22";"PPA 655";"17 Teeth of a Bone Comb, with worked sides. Interestingly the tips are shiny. Could the worked material be analyzed? Research the context.";"";"";"";"Fragmentary";"Bone";"";"";"Comb";"";"";"3";"";"5";"";"16";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"";"";"";"";"";"";"";"";"0";"22";"Tall-i Bakun";"52,88";"29,91";"";"4500";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Highlands";"Zagros System";"4500";"4000";"300968"
"1";"2759";"C00923";"63517647203";"";"1";"CHM III-705";"planoconvex spindle whorl, buff ware, could have been in use after chipping, more worked around the perforation then other.";"";"";"";"Small fragments missing";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23,60";"";"";"41";"17";"8,9";"Planoconvex";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"i";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"2,4117647058823529";"";"";"";"";"";"";"";"0";"1";"Chogha Mish";"48,5556";"32,2239";"138866";"5400";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Lowlands";"Mesopotamien";"5500";"4000";"300969"
"1";"2759";"C00924";"63517648032";"";"1";"CHM III-706";"buff planoconvex spindle whorl, undecorated";"";"";"";"Complete";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53,14";"";"";"52,4";"20";"8,2";"Planoconvex";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"i";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"2,62";"";"";"";"";"";"";"";"0";"1";"Chogha Mish";"48,5556";"32,2239";"138866";"5400";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Lowlands";"Mesopotamien";"5500";"4000";"300970"
"1";"2759";"C00925";"63517648822";"";"1";"CHM III-713";"Planoconvex spindle whorl, surface badly chipped and weatherd. A lot of mineral inclusions with very red particals,";"";"";"";"Small fragments missing";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"36,73";"";"";"50";"16,3";"8,5";"Planoconvex";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"i";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"3,0674846625766871";"";"";"";"";"";"";"";"0";"1";"Chogha Mish";"48,5556";"32,2239";"138866";"5400";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Lowlands";"Mesopotamien";"5500";"4000";"300971"
"1";"2759";"C00926";"";"";"1";"CHM III-717";"plano convex spindle whorl, feels rather like sandstone then ceramic.slightly chipped.";"";"";"";"Small fragments missing";"Fired Clay";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19,22";"";"";"40,5";"14,1";"7,3";"Planoconvex";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"i";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"2,8723404255319149";"";"";"";"";"";"";"";"0";"1";"Chogha Mish";"48,5556";"32,2239";"138866";"5400";"4000";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"SWI Lowlands";"Mesopotamien";"5500";"4000";"300972"
"1";"2759";"C01294";"";"408";"27";"";"metallisierte Fasern, Faserreste an einem Kupferspiegel";"";"";"";"";"Metall";"";"";"Textiles";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Undetermined";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"";"3500-3000";"";"";"";"";"";"";"0";"27";"Tepe Sialk";"51,404738";"33,968915";"";"3200";"3000";"3200";"3000";"1";"0";"0";"";"";"";"";"";"Zentraliranisches Hochland";"3000";"3000";"300973"
